,0
TCS,0.470650055392709
INFY,0.17830438314629027
SUNPHARMA,0.17070016574528496
DRREDDY,0.16570277046990958
RELIANCE,0.20031479544821443
ONGC,0.16568764129550045
HDFCBANK,0.2595788536460428
SBI,0.18462433479638504
HUL,0.20701398741412505
ITC,0.1693076252410067
BTC,0.17273936444665455
