Date,TCS,INFY,SUNPHARMA,DRREDDY,RELIANCE,ONGC,HDFCBANK,SBI,HUL,ITC,BTC
2021-02-24,0.017881495738120444,-0.013347400529398774,0.049314751781717465,-0.00018348320994311754,0.006258469235440012,0.0016772010725835224,0.012400401647858716,0.01838741807024394,0.02656522442403802,-0.004313656455135232,-0.01082947520024994
2021-02-25,-0.053969759252051705,0.010004967782166887,-3.1127972633676015e-05,-0.007162412538460132,0.0001960693861236097,0.0014354449385322134,0.04686026403827311,0.039645133673168534,0.0024584668101666823,0.013377485877801338,0.015883497211870337
2021-02-26,-0.016142075456887308,-0.012036114111206786,-0.04585623482158566,-0.01455093905560085,-0.016813194307829005,-0.02566728977014001,-0.07001360108743578,-0.027683937980805002,-0.042896019655719396,-0.024831986281516828,-0.034301238183647206
2021-02-27,-0.0032705424799890207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-28,-0.02301047656676125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.09490116032713884,0.006047444490212976,0.015841108047358287,0.005309508607643681,0.010871861721175593,0.01485117044334846,0.05307108561062958,0.0075940414865643445,0.012227997460576926,0.016430058080386986,0.010277852964038851
2021-03-02,-0.025554925208490772,-0.010995675002071157,0.005948008532262654,0.015990699786511235,0.02916788150990507,0.014395742773792604,-0.030798383810362713,0.002043822989260209,-0.0019008063716423839,0.016001713777310064,0.027705642759766645
2021-03-03,0.043664727693901485,0.021971711976909003,0.011822433826479902,0.0071144657430637585,0.0294957097832422,0.00023827903290084837,0.004395624362891867,0.04462106198005482,0.02715203782297983,0.016390381357833952,0.01739413819403578
2021-03-04,-0.0399061221991278,0.015973726146838885,-0.02217416997715352,0.0015486777522360677,-0.00987330725627534,-0.0011917782137221694,-0.011469042601853767,-0.011992013435578645,-0.02348049969437429,-0.008686591974043676,-0.003077659627309477
2021-03-05,0.007511420176535919,-0.018208230791218864,-0.014308922432525876,0.0019101218966806664,-0.01031365562410498,-0.005498891461023806,0.019767751712101867,0.0013088707291367043,-0.030799310088038257,-0.01260006463013376,-0.013751186043276034
